,Image signal (A.U.),filter,image_group
1020,518.2988410596026,60,12
1021,506.6494205298013,61,12
1022,498.0509105960265,62,12
1023,488.88451986754967,63,12
1024,483.0860927152318,64,12
1025,474.8331953642384,65,12
1026,469.71150662251654,66,12
1027,462.1870860927152,67,12
1028,456.8580298013245,68,12
1029,451.5831953642384,69,12
1030,413.35720198675494,70,12
1031,350.2032284768212,71,12
1032,313.6254139072848,72,12
1033,312.0542218543046,73,12
1034,310.1506622516556,74,12
1035,286.0322847682119,75,12
1036,261.28476821192055,76,12
1037,252.80546357615893,77,12
1038,247.82450331125827,78,12
1039,246.54718543046357,79,12
1040,1992.3577430972389,0,13
1041,1821.111644657863,1,13
1042,1657.3517406962785,2,13
1043,1511.6438575430172,3,13
1044,1410.6038415366147,4,13
1045,1328.81512605042,5,13
1046,1282.0104041616646,6,13
1047,1223.8715486194478,7,13
1048,1168.9899959983993,8,13
1049,1127.2997198879552,9,13
1050,1097.185674269708,10,13
1051,1078.5850340136055,11,13
1052,1057.498599439776,12,13
1053,1021.5250100040016,13,13
1054,951.7879151660665,14,13
1055,902.468987595038,15,13
1056,879.8043217286914,16,13
1057,802.4705882352941,17,13
1058,731.6002400960384,18,13
1059,706.905962384954,19,13
1060,698.0792316926771,20,13
1061,695.8099239695879,21,13
1062,679.9415766306522,22,13
1063,663.0172068827532,23,13
1064,659.6918767507003,24,13
1065,657.8927571028412,25,13
1066,625.4893957583033,26,13
1067,623.3949579831933,27,13
1068,612.7615046018408,28,13
1069,572.7647058823529,29,13
1070,568.6130452180872,30,13
1071,564.4277711084434,31,13
1072,559.2100840336135,32,13
1073,553.1472589035615,33,13
1074,546.328531412565,34,13
1075,540.2869147659063,35,13
1076,530.5082032813125,36,13
1077,515.3397358943578,37,13
1078,489.2464985994398,38,13
1079,459.7298919567827,39,13
1080,417.8323329331733,40,13
1081,369.015206082433,41,13
1082,327.2697078831533,42,13
1083,319.2012805122049,43,13
1084,298.5558223289316,44,13
1085,296.8799519807923,45,13
1086,288.12204881952783,46,13
1087,284.85834333733493,47,13
1088,273.12525010004003,48,13
1089,257.09083633453383,49,13
1090,243.16366546618647,50,13
1091,235.89955982392956,51,13
1092,209.29171668667468,52,13
1093,188.23329331732694,53,13
1094,168.9767907162865,54,13
1095,157.46858743497398,55,13
1096,145.85434173669466,56,13
1097,138.7230892356943,57,13
1098,137.06202480992397,58,13
1099,135.45458183273308,59,13
1100,134.70708283313326,60,13
1101,132.05682272909164,61,13
1102,131.42256902761105,62,13
1103,130.74629851940776,63,13
1104,130.19767907162864,64,13
1105,129.76350540216086,65,13
1106,129.31532613045218,66,13
1107,129.0748299319728,67,13
1108,128.80552220888356,68,13
1109,128.54141656662665,69,13
1110,128.2284913965586,70,13
1111,128.1704681872749,71,13
1112,127.9187675070028,72,13
1113,127.75790316126451,73,13
1114,127.60704281712685,74,13
1115,127.54301720688275,75,13
1116,127.4937975190076,76,13
1117,127.32893157262905,77,13
1118,127.23289315726291,78,13
1119,127.18247298919567,79,13
1120,3062.113510178902,0,14
1121,2833.963294262801,1,14
1122,2626.188155459593,2,14
1123,2457.4981492905613,3,14
1124,2332.4407772979644,4,14
1125,2207.471005552128,5,14
1126,2108.147439851943,6,14
1127,2012.547809993831,7,14
1128,1909.8389882788401,8,14
1129,1775.2122146822949,9,14
1130,1691.6961752004936,10,14
1131,1636.9491054904381,11,14
1132,1614.8001233806292,12,14
1133,1581.8658235657,13,14
1134,1545.8451573103023,14,14
1135,1474.5653917334978,15,14
1136,1445.5888340530537,16,14
1137,1401.3220234423195,17,14
1138,1279.98210980876,18,14
1139,1194.266502159161,19,14
1140,1111.3513263417644,20,14
1141,1068.8405305367057,21,14
1142,996.2782233189389,22,14
1143,956.6064157927206,23,14
1144,950.6921653300432,24,14
1145,919.3695249845774,25,14
1146,909.5256014805675,26,14
1147,874.583898827884,27,14
1148,810.2948797038865,28,14
1149,764.8352868599629,29,14
1150,755.1826033312769,30,14
1151,742.4268969771746,31,14
1152,699.1249228871068,32,14
1153,678.1008636644046,33,14
1154,663.5111042566317,34,14
1155,648.0080197409006,35,14
1156,644.4090067859346,36,14
1157,619.2624922887106,37,14
1158,617.1329426280074,38,14
1159,614.0367057371992,39,14
1160,612.4873534855028,40,14
1161,611.2973473164714,41,14
1162,611.2603331276989,42,14
1163,610.1095003084516,43,14
1164,608.9173349784083,44,14
1165,606.9577421344849,45,14
1166,604.6742751388032,46,14
1167,602.6903146206046,47,14
1168,601.9049969154843,48,14
1169,600.1684145589143,49,14
1170,598.29919802591,50,14
1171,594.4657618753855,51,14
1172,592.9241209130166,52,14
1173,590.9663787785317,53,14
1174,587.4651449722394,54,14
1175,564.7850092535472,55,14
1176,558.0317705120297,56,14
1177,528.9275138803208,57,14
1178,514.1989512646514,58,14
1179,510.8192473781616,59,14
1180,508.0379395434917,60,14
1181,503.65515114127084,61,14
1182,499.73689080814313,62,14
1183,497.494139420111,63,14
1184,493.69987661937074,64,14
1185,489.96668723010487,65,14
1186,486.496915484269,66,14
1187,482.1326341764343,67,14
1188,480.5219000616903,68,14
1189,477.01542257865515,69,14
1190,436.7658852560148,70,14
1191,372.3994447871684,71,14
1192,334.5280690931524,72,14
1193,333.10734114743985,73,14
1194,331.59654534238126,74,14
1195,313.0879086983344,75,14
1196,292.5999383096854,76,14
1197,283.16718075262185,77,14
1198,276.51758173966687,78,14
1199,273.18599629858113,79,14
1200,1495.5458540873133,0,15
1201,1395.1066510401406,1,15
1202,1301.875183123352,2,15
1203,1236.4257251684735,3,15
1204,1174.8180486375622,4,15
1205,1127.4430120128918,5,15
1206,1086.2387928508642,6,15
1207,1051.1145619689423,7,15
1208,1015.3782595956636,8,15
1209,975.888661002051,9,15
1210,935.9982420158218,10,15
1211,894.8851450336947,11,15
1212,862.3990624084383,12,15
1213,816.5660709053618,13,15
1214,802.8675651919133,14,15
1215,755.6123644887195,15,15
1216,749.6290653384119,16,15
1217,731.5980076179314,17,15
1218,705.7187225314972,18,15
1219,688.9947260474655,19,15
1220,684.5622619396426,20,15
1221,681.1907412833284,21,15
1222,678.0281277468503,22,15
1223,674.8546733079402,23,15
1224,671.1371227658951,24,15
1225,638.2223849985351,25,15
1226,620.766188104307,26,15
1227,615.5607969528274,27,15
1228,606.7641371227659,28,15
1229,562.939349545854,29,15
1230,489.7049516554351,30,15
1231,471.2751245238793,31,15
1232,455.2443598007618,32,15
1233,442.2124230881922,33,15
1234,412.6270143568708,34,15
1235,402.3293290360387,35,15
1236,393.357749780252,36,15
1237,386.1344857896279,37,15
1238,379.7518312335189,38,15
1239,372.69821271608555,39,15
1240,367.20304717257545,40,15
1241,363.2765895106944,41,15
1242,358.0213888075007,42,15
1243,354.20158218576034,43,15
1244,350.27688250805744,44,15
1245,346.34339290946383,45,15
1246,342.79314386170523,46,15
1247,340.07647231174917,47,15
1248,337.604746557281,48,15
1249,334.62027541752127,49,15
1250,331.8063287430413,50,15
1251,323.7937298564313,51,15
1252,311.9915030764723,52,15
1253,294.05361851743334,53,15
1254,286.91913272780545,54,15
1255,280.1171989452095,55,15
1256,260.22560796952826,56,15
1257,256.16114854966304,57,15
1258,253.04863756226194,58,15
1259,250.72194550249048,59,15
1260,246.35628479343686,60,15
1261,241.2308819220627,61,15
1262,238.19982420158217,62,15
1263,233.41166129504833,63,15
1264,226.86639320246118,64,15
1265,222.21769704072662,65,15
1266,218.5358921769704,66,15
1267,215.20656314093173,67,15
1268,212.21593905654848,68,15
1269,210.3767946088485,69,15
1270,208.57193085262233,70,15
1271,206.51450336946968,71,15
1272,204.74479929680632,72,15
1273,203.58042777615,73,15
1274,202.5713448578963,74,15
1275,201.52680925871667,75,15
1276,200.22531497216525,76,15
1277,199.6938177556402,77,15
1278,199.0073249340756,78,15
1279,198.23498388514503,79,15
1280,1523.9370303576795,0,16
1281,1383.527201683198,1,16
1282,1246.6235347159604,2,16
1283,1132.478208596333,3,16
1284,1064.2401562969642,4,16
1285,1012.4407874962428,5,16
1286,975.6672678088368,6,16
1287,942.9051698226631,7,16
1288,918.0156296964232,8,16
1289,880.85332131049,9,16
1290,858.6124135858131,10,16
1291,830.7938082356477,11,16
1292,818.9885782987676,12,16
1293,806.090622182146,13,16
1294,781.3537721671175,14,16
1295,759.4382326420198,15,16
1296,748.1366095581606,16,16
1297,733.5742410580102,17,16
1298,707.6624586714759,18,16
1299,687.2645025548542,19,16
1300,678.5504959422904,20,16
1301,657.3680492936579,21,16
1302,634.2433122933573,22,16
1303,606.777727682597,23,16
1304,583.0665764953411,24,16
1305,573.9651337541328,25,16
1306,565.0934776074541,26,16
1307,561.4207995190862,27,16
1308,553.6263901412684,28,16
1309,546.9480012022843,29,16
1310,533.6510369702435,30,16
1311,530.004809137361,31,16
1312,527.7808836789901,32,16
1313,516.9455966336038,33,16
1314,496.1713255184851,34,16
1315,485.992636008416,35,16
1316,483.59227532311394,36,16
1317,476.3790201382627,37,16
1318,472.4957920048091,38,16
1319,460.38713555755936,39,16
1320,434.91343552750226,40,16
1321,423.69146378118427,41,16
1322,411.71295461376616,42,16
1323,387.3920949804629,43,16
1324,365.2424105801022,44,16
1325,343.80507965133756,45,16
1326,324.8981064021641,46,16
1327,309.0790501953712,47,16
1328,300.81289449954915,48,16
1329,295.6190261496844,49,16
1330,290.13645927261797,50,16
1331,283.9812143071837,51,16
1332,279.495190862639,52,16
1333,275.9819657348963,53,16
1334,273.9555154794109,54,16
1335,269.4042681094079,55,16
1336,266.9281635106703,56,16
1337,260.8531710249474,57,16
1338,238.4965434325218,58,16
1339,206.87841899609256,59,16
1340,175.37811842500753,60,16
1341,164.8555755936279,61,16
1342,156.6779380823565,62,16
1343,151.99053201082057,63,16
1344,148.5054102795311,64,16
1345,148.38518184550645,65,16
1346,148.29666366095583,66,16
1347,148.2091974752029,67,16
1348,146.45401262398556,68,16
1349,146.3136459272618,69,16
1350,146.25293056807936,70,16
1351,146.16305981364593,71,16
1352,146.0697324917343,72,16
1353,146.06402164111813,73,16
1354,145.78509167418093,74,16
1355,145.73399458972048,75,16
1356,145.6648632401563,76,16
1357,145.2321911632101,77,16
1358,143.75864141869553,78,16
1359,142.99474000601143,79,16
1360,2871.304980842912,0,17
1361,2695.3701149425287,1,17
1362,2523.8632183908044,2,17
1363,2402.1961685823753,3,17
1364,2310.0743295019156,4,17
1365,2214.973946360153,5,17
1366,2144.94061302682,6,17
1367,2073.8670498084293,7,17
1368,1972.8980842911878,8,17
1369,1887.0065134099616,9,17
1370,1780.1478927203066,10,17
1371,1675.6896551724137,11,17
1372,1557.372030651341,12,17
1373,1512.350957854406,13,17
1374,1430.4494252873562,14,17
1375,1359.6026819923372,15,17
1376,1323.2494252873564,16,17
1377,1295.1904214559388,17,17
1378,1245.5735632183907,18,17
1379,1210.444061302682,19,17
1380,1200.0593869731802,20,17
1381,1170.7862068965517,21,17
1382,1131.5842911877394,22,17
1383,1119.983141762452,23,17
1384,1100.565134099617,24,17
1385,1094.9681992337164,25,17
1386,1083.9130268199233,26,17
1387,1082.1727969348658,27,17
1388,1081.0459770114942,28,17
1389,1080.6773946360154,29,17
1390,1079.4601532567049,30,17
1391,1079.3360153256706,31,17
1392,1017.7904214559387,32,17
1393,822.2567049808429,33,17
1394,807.2819923371648,34,17
1395,630.2195402298851,35,17
1396,622.4448275862069,36,17
1397,616.2494252873563,37,17
1398,612.1080459770114,38,17
1399,607.6340996168583,39,17
1400,604.2942528735632,40,17
1401,602.6934865900383,41,17
1402,597.8295019157088,42,17
1403,592.251724137931,43,17
1404,561.8781609195403,44,17
1405,506.4344827586207,45,17
1406,501.58659003831417,46,17
1407,498.2302681992337,47,17
1408,493.52030651340993,48,17
1409,491.17854406130266,49,17
1410,488.56436781609193,50,17
1411,486.27318007662836,51,17
1412,473.5977011494253,52,17
1413,459.8367816091954,53,17
1414,448.1858237547893,54,17
1415,441.91570881226056,55,17
1416,438.1862068965517,56,17
1417,432.539846743295,57,17
1418,429.85478927203064,58,17
1419,413.0149425287356,59,17
1420,401.916091954023,60,17
1421,364.3685823754789,61,17
1422,347.79578544061303,62,17
1423,312.6310344827586,63,17
1424,277.5402298850575,64,17
1425,272.37011494252874,65,17
1426,265.86973180076626,66,17
1427,258.39501915708814,67,17
1428,247.84904214559387,68,17
1429,244.71647509578543,69,17
1430,239.9896551724138,70,17
1431,239.98352490421456,71,17
1432,239.98582375478927,72,17
1433,239.96934865900383,73,17
1434,239.97662835249042,74,17
1435,239.97164750957853,75,17
1436,239.96513409961685,76,17
1437,239.96934865900383,77,17
1438,239.9551724137931,78,17
1439,239.95785440613028,79,17
1440,4458.606141522029,0,18
1441,4034.78437917223,1,18
1442,3628.1458611481976,2,18
1443,3322.1872496662218,3,18
1444,3162.8828437917223,4,18
1445,2997.038718291055,5,18
1446,2892.7032710280373,6,18
1447,2811.0984646194925,7,18
1448,2670.803738317757,8,18
1449,2581.723297730307,9,18
1450,2525.9829773030706,10,18
1451,2450.257676902537,11,18
1452,2394.402536715621,12,18
1453,2356.2199599465953,13,18
1454,2317.6969292389854,14,18
1455,2220.9319092122832,15,18
1456,2155.3808411214955,16,18
1457,2042.9659546061416,17,18
1458,1957.8818424566089,18,18
1459,1838.2369826435247,19,18
1460,1713.681909212283,20,18
1461,1606.2877169559413,21,18
1462,1447.3835113484647,22,18
1463,1363.6081441922563,23,18
1464,1353.4629506008012,24,18
1465,1333.4202269692923,25,18
1466,1323.4495994659546,26,18
1467,1311.0407209612817,27,18
1468,1301.6842456608813,28,18
1469,1290.9853137516689,29,18
1470,1274.607810413885,30,18
1471,1264.5630841121495,31,18
1472,1256.7943925233644,32,18
1473,1076.3664886515353,33,18
1474,998.6208277703605,34,18
1475,962.4365821094793,35,18
1476,900.8668224299065,36,18
1477,860.826435246996,37,18
1478,779.4599465954606,38,18
1479,710.5564085447263,39,18
1480,705.3544726301735,40,18
1481,704.0734312416555,41,18
1482,703.6585447263018,42,18
1483,691.2456608811749,43,18
1484,652.7099465954606,44,18
1485,652.2943925233645,45,18
1486,652.1391855807743,46,18
1487,651.8568090787717,47,18
1488,651.4262349799733,48,18
1489,651.1512016021362,49,18
1490,650.258344459279,50,18
1491,648.8674899866488,51,18
1492,638.2610146862484,52,18
1493,622.7393190921229,53,18
1494,614.869826435247,54,18
1495,594.7092790387183,55,18
1496,587.9969959946595,56,18
1497,566.2373164218959,57,18
1498,554.7676902536716,58,18
1499,553.6144859813085,59,18
1500,551.758344459279,60,18
1501,548.4612817089453,61,18
1502,544.8431241655541,62,18
1503,541.9509345794393,63,18
1504,539.2753671562083,64,18
1505,535.9903204272363,65,18
1506,533.2456608811749,66,18
1507,529.7633511348465,67,18
1508,528.1945927903872,68,18
1509,526.437917222964,69,18
1510,476.4078771695594,70,18
1511,392.60480640854473,71,18
1512,349.6238317757009,72,18
1513,343.61582109479303,73,18
1514,342.8094125500668,74,18
1515,335.05974632843794,75,18
1516,326.0804405874499,76,18
1517,320.94659546061416,77,18
1518,316.31341789052067,78,18
1519,313.4429238985314,79,18
1520,818.6531302876481,0,19
1521,753.9261139311901,1,19
1522,684.9368302312465,2,19
1523,628.7811618725324,3,19
1524,592.7518330513254,4,19
1525,549.8956570783982,5,19
1526,518.5076142131979,6,19
1527,507.4427523970671,7,19
1528,498.0428652002256,8,19
1529,487.2058657642414,9,19
1530,474.71855611957136,10,19
1531,457.5352509870276,11,19
1532,450.604624929498,12,19
1533,440.52340665538634,13,19
1534,428.6914833615341,14,19
1535,420.51663846587707,15,19
1536,416.3790186125212,16,19
1537,411.8386914833615,17,19
1538,408.9024252679075,18,19
1539,406.9667230682459,19,19
1540,405.5200225606317,20,19
1541,403.6615905245347,21,19
1542,402.45516074450086,22,19
1543,401.395375070502,23,19
1544,400.45290468133106,24,19
1545,398.57980823463055,25,19
1546,397.8330513254371,26,19
1547,396.75408911449523,27,19
1548,392.5566835871404,28,19
1549,389.1043429216018,29,19
1550,387.36153412295545,30,19
1551,386.78003384094757,31,19
1552,386.30795262267344,32,19
1553,385.20022560631696,33,19
1554,384.96446700507613,34,19
1555,383.5425831923294,35,19
1556,381.09813874788495,36,19
1557,379.01240834743373,37,19
1558,373.72419627749576,38,19
1559,367.66271855611956,39,19
1560,354.91483361534125,40,19
1561,338.531866892273,41,19
1562,324.50874224478287,42,19
1563,320.31302876480544,43,19
1564,311.6661026508742,44,19
1565,311.41229554427525,45,19
1566,309.8313592780598,46,19
1567,309.2938522278624,47,19
1568,303.48505358150027,48,19
1569,293.3384094754653,49,19
1570,280.08178228990414,50,19
1571,272.94754653130286,51,19
1572,255.33276931754088,52,19
1573,239.47264523406656,53,19
1574,225.42413987591652,54,19
1575,213.9249858996052,55,19
1576,190.50310208685843,56,19
1577,187.25775521714607,57,19
1578,185.25606316976877,58,19
1579,184.16638465877045,59,19
1580,180.60349689791315,60,19
1581,175.66892272983642,61,19
1582,173.200225606317,62,19
1583,170.11393119007332,63,19
1584,164.71291596164693,64,19
1585,162.04117315284827,65,19
1586,160.64354201917655,66,19
1587,159.05583756345177,67,19
1588,157.88155668358715,68,19
1589,157.35927805978568,69,19
1590,156.63620981387479,70,19
1591,156.0456852791878,71,19
1592,155.59165256627185,72,19
1593,155.39537507050198,73,19
1594,154.7580372250423,74,19
1595,154.71968415115623,75,19
1596,154.37563451776649,76,19
1597,154.01974055273547,77,19
1598,153.6429780033841,78,19
1599,153.55442752397067,79,19
1600,4387.653594771242,0,20
1601,4039.4513888888887,1,20
1602,3683.466503267974,2,20
1603,3385.4758986928105,3,20
1604,3143.5196078431372,4,20
1605,2952.857434640523,5,20
1606,2812.3080065359477,6,20
1607,2704.25408496732,7,20
1608,2600.489787581699,8,20
1609,2502.8872549019607,9,20
1610,2394.7724673202615,10,20
1611,2353.8080065359477,11,20
1612,2261.0012254901962,12,20
1613,2109.703431372549,13,20
1614,2030.248774509804,14,20
1615,1920.2810457516339,15,20
1616,1865.1793300653594,16,20
1617,1780.6478758169935,17,20
1618,1724.610294117647,18,20
1619,1646.2765522875818,19,20
1620,1526.5093954248366,20,20
1621,1480.0665849673203,21,20
1622,1427.984477124183,22,20
1623,1368.2900326797385,23,20
1624,1300.6135620915034,24,20
1625,1279.0812908496732,25,20
1626,1269.578839869281,26,20
1627,1266.3006535947713,27,20
1628,1258.6821895424837,28,20
1629,1176.9677287581699,29,20
1630,1117.8202614379086,30,20
1631,1107.3864379084966,31,20
1632,1067.0363562091504,32,20
1633,1065.0044934640523,33,20
1634,1034.3169934640523,34,20
1635,999.5220588235294,35,20
1636,993.28227124183,36,20
1637,957.7655228758169,37,20
1638,875.8733660130719,38,20
1639,734.9138071895425,39,20
1640,700.5375816993464,40,20
1641,690.8382352941177,41,20
1642,678.8835784313726,42,20
1643,661.2757352941177,43,20
1644,657.4852941176471,44,20
1645,656.8709150326797,45,20
1646,656.0,46,20
1647,656.0,47,20
1648,656.0,48,20
1649,656.0,49,20
1650,656.0,50,20
1651,656.0,51,20
1652,656.0,52,20
1653,656.0,53,20
1654,656.0,54,20
1655,625.0,55,20
1656,616.0,56,20
1657,584.0073529411765,57,20
1658,557.0,58,20
1659,555.0,59,20
1660,555.0,60,20
1661,555.0,61,20
1662,555.0,62,20
1663,555.0,63,20
1664,555.0,64,20
1665,555.0,65,20
1666,555.0,66,20
1667,555.0,67,20
1668,555.0,68,20
1669,555.0,69,20
1670,500.0,70,20
1671,408.0,71,20
1672,365.0,72,20
1673,355.0,73,20
1674,355.0,74,20
1675,354.0,75,20
1676,354.0,76,20
1677,354.0,77,20
1678,354.0,78,20
1679,354.0,79,20
1680,1488.719045660222,0,21
1681,1414.4010695187167,1,21
1682,1334.4134101192924,2,21
1683,1273.5561497326203,3,21
1684,1220.7589469354175,4,21
1685,1162.9765528589057,5,21
1686,1124.1772932949405,6,21
1687,1089.4273961332785,7,21
1688,1044.5203619909503,8,21
1689,1013.7490744549568,9,21
1690,990.3644590703415,10,21
1691,977.4866310160428,11,21
1692,963.6499382969971,12,21
1693,945.5557383792678,13,21
1694,927.7416700946113,14,21
1695,913.6466474701768,15,21
1696,903.3693953105718,16,21
1697,895.2636774989716,17,21
1698,883.9576306046895,18,21
1699,876.0263266145619,19,21
1700,863.6371863430687,20,21
1701,857.3591114767586,21,21
1702,850.6437679967091,22,21
1703,846.2776635129576,23,21
1704,841.7527766351295,24,21
1705,836.1970382558618,25,21
1706,833.5750719868367,26,21
1707,828.993006993007,27,21
1708,824.8811188811189,28,21
1709,816.338543809132,29,21
1710,811.0111065405183,30,21
1711,788.9625668449198,31,21
1712,781.0567667626491,32,21
1713,769.3364870423694,33,21
1714,747.7363225010284,34,21
1715,714.7112299465241,35,21
1716,710.993006993007,36,21
1717,651.028794734677,37,21
1718,639.1838749485809,38,21
1719,618.9132044426162,39,21
1720,617.9765528589058,40,21
1721,617.9062114356232,41,21
1722,617.4039489921843,42,21
1723,617.111065405183,43,21
1724,616.6026326614561,44,21
1725,615.5384615384615,45,21
1726,615.4677087618264,46,21
1727,615.0300287947347,47,21
1728,614.469765528589,48,21
1729,613.5129576306047,49,21
1730,613.2459893048128,50,21
1731,611.9802550390785,51,21
1732,611.323735088441,52,21
1733,610.5228301110654,53,21
1734,606.8350473056355,54,21
1735,586.6178527354998,55,21
1736,578.3233237350885,56,21
1737,551.573015220074,57,21
1738,533.1299876593994,58,21
1739,530.599341834636,59,21
1740,529.5034965034965,60,21
1741,527.7523652817771,61,21
1742,526.062114356232,62,21
1743,524.6162073220896,63,21
1744,523.490744549568,64,21
1745,522.0213903743315,65,21
1746,520.5693130399013,66,21
1747,518.5911147675854,67,21
1748,517.3192102015631,68,21
1749,515.1509666803785,69,21
1750,469.7630604689428,70,21
1751,395.68942821883996,71,21
1752,356.6799670917318,72,21
1753,350.80954339777867,73,21
1754,350.44508432743726,74,21
1755,345.3558206499383,75,21
1756,340.3204442616207,76,21
1757,337.46441793500617,77,21
1758,335.40065816536406,78,21
1759,333.87248046071574,79,21
1760,2245.806686298285,0,22
1761,2087.2674519314046,1,22
1762,1923.1015070154167,2,22
1763,1792.799757491772,3,22
1764,1717.4226571972977,4,22
1765,1654.6208210635718,5,22
1766,1615.8106703620301,6,22
1767,1589.9471678503378,7,22
1768,1564.3760609734973,8,22
1769,1537.2508227957735,9,22
1770,1507.1536462844274,10,22
1771,1484.4282002425082,11,22
1772,1472.0767365321324,12,22
1773,1451.6748657543737,13,22
1774,1432.9161614411917,14,22
1775,1396.055084011779,15,22
1776,1385.9003984063745,16,22
1777,1357.816906287892,17,22
1778,1315.7134938506842,18,22
1779,1283.6847393036549,19,22
1780,1244.5970899012646,20,22
1781,1216.7048328425428,21,22
1782,1191.4382470119522,22,22
1783,1165.5872163519834,23,22
1784,1129.0737917893643,24,22
1785,1108.790750043305,25,22
1786,1087.752814827646,26,22
1787,1062.0384548761476,27,22
1788,1047.946994630175,28,22
1789,1035.6494023904384,29,22
1790,1020.5174086263642,30,22
1791,999.6043651481033,31,22
1792,959.7824354754894,32,22
1793,941.7231941798025,33,22
1794,910.452451065304,34,22
1795,861.8304174605925,35,22
1796,824.8298978001039,36,22
1797,806.7995842716092,37,22
1798,771.0038108435822,38,22
1799,738.6414342629482,39,22
1800,710.5168889658756,40,22
1801,675.0192274380738,41,22
1802,615.429412783648,42,22
1803,606.8723367399965,43,22
1804,598.1749523644552,44,22
1805,590.2118482591374,45,22
1806,583.438420232115,46,22
1807,526.2258790923263,47,22
1808,466.77221548588255,48,22
1809,394.9005716265373,49,22
1810,305.7486575437381,50,22
1811,303.4806859518448,51,22
1812,259.279230902477,52,22
1813,227.61354581673308,53,22
1814,198.27282175645246,54,22
1815,187.357353195912,55,22
1816,187.08210635717998,56,22
1817,181.86783301576304,57,22
1818,179.86298285120387,58,22
1819,178.81378832496102,59,22
1820,176.83197644205785,60,22
1821,172.54356487095097,61,22
1822,168.66481898492984,62,22
1823,157.36341590161095,63,22
1824,156.0464230036376,64,22
1825,155.77879785206997,65,22
1826,155.484496795427,66,22
1827,153.64922917027542,67,22
1828,150.53525030313529,68,22
1829,150.45903343149143,69,22
1830,150.3758877533345,70,22
1831,150.34470812402563,71,22
1832,150.24961025463364,72,22
1833,150.12749003984064,73,22
1834,143.20717131474103,74,22
1835,143.15849644898665,75,22
1836,143.10046769443963,76,22
1837,142.27143599514983,77,22
1838,142.15087476182228,78,22
1839,141.985969166811,79,22
1840,835.8185313341023,0,23
1841,773.191849288735,1,23
1842,707.322183775471,2,23
1843,655.1722414455978,3,23
1844,628.561322568243,4,23
1845,605.79507881584,5,23
1846,586.7262591311035,6,23
1847,570.3260284505959,7,23
1848,557.3794694348328,8,23
1849,543.3560169165705,9,23
1850,534.8277585544022,10,23
1851,530.520184544406,11,23
1852,525.0622837370242,12,23
1853,517.1049596309111,13,23
1854,511.439446366782,14,23
1855,506.0522875816994,15,23
1856,501.59323337178006,16,23
1857,499.47443291041907,17,23
1858,496.21107266435985,18,23
1859,491.7154940407536,19,23
1860,488.8911956939639,20,23
1861,483.7908496732026,21,23
1862,478.93194925028837,22,23
1863,473.2218377547097,23,23
1864,468.23414071510956,24,23
1865,463.0311418685121,25,23
1866,453.360246059208,26,23
1867,445.3337178008458,27,23
1868,434.7366397539408,28,23
1869,425.09880815071125,29,23
1870,413.7124183006536,30,23
1871,403.0572856593618,31,23
1872,386.00922722029986,32,23
1873,372.8127643214148,33,23
1874,345.6109188773549,34,23
1875,316.3821607074202,35,23
1876,308.56478277585546,36,23
1877,290.87466359092656,37,23
1878,282.1361014994233,38,23
1879,277.78892733564015,39,23
1880,274.27643214148407,40,23
1881,261.2072279892349,41,23
1882,238.1045751633987,42,23
1883,205.4098423683199,43,23
1884,192.281045751634,44,23
1885,191.88504421376393,45,23
1886,180.5036524413687,46,23
1887,175.35793925413302,47,23
1888,173.17301038062283,48,23
1889,168.18569780853517,49,23
1890,159.92502883506344,50,23
1891,158.7677816224529,51,23
1892,158.49173394848134,52,23
1893,158.04344482891196,53,23
1894,157.8638985005767,54,23
1895,157.62168396770474,55,23
1896,157.45328719723184,56,23
1897,157.3371780084583,57,23
1898,157.0246059207997,58,23
1899,156.98077662437524,59,23
1900,156.6874279123414,60,23
1901,156.681660899654,61,23
1902,156.44213763936946,62,23
1903,156.2083813917724,63,23
1904,156.13802383698578,64,23
1905,156.0484429065744,65,23
1906,155.93310265282582,66,23
1907,155.82698961937717,67,23
1908,155.83660130718954,68,23
1909,155.65974625144176,69,23
1910,155.50980392156862,70,23
1911,155.50749711649365,71,23
1912,155.3913879277201,72,23
1913,155.23683198769703,73,23
1914,155.21068819684737,74,23
1915,155.09381007304881,75,23
1916,155.00845828527488,76,23
1917,154.87004998077663,77,23
1918,154.89158016147636,78,23
1919,154.73356401384083,79,23
1920,4490.559452523525,0,24
1921,4126.237596236099,1,24
1922,3789.1785714285716,2,24
1923,3497.214499572284,3,24
1924,3262.989093242087,4,24
1925,3023.0271599657826,5,24
1926,2859.8755346449957,6,24
1927,2763.400128314799,7,24
1928,2660.5934559452526,8,24
1929,2537.9227972626177,9,24
1930,2409.187339606501,10,24
1931,2259.3494439692045,11,24
1932,2137.480966638152,12,24
1933,2061.680923866553,13,24
1934,1955.6349443969204,14,24
1935,1845.5603079555176,15,24
1936,1802.2679640718563,16,24
1937,1724.0647989734816,17,24
1938,1601.054747647562,18,24
1939,1493.4285714285713,19,24
1940,1417.0136869118905,20,24
1941,1356.7666809238665,21,24
1942,1323.8652694610778,22,24
1943,1317.1858426005133,23,24
1944,1309.7979041916167,24,24
1945,1301.0504704875962,25,24
1946,1295.1082121471343,26,24
1947,1289.6387938408895,27,24
1948,1284.352865697177,28,24
1949,1280.0271599657826,29,24
1950,1275.9713430282293,30,24
1951,1272.7313943541487,31,24
1952,1223.372754491018,32,24
