,label,centroid-0,centroid-1,area,eccentricity,euler_number,extent,feret_diameter_max,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,moments_normalized-0-0,moments_normalized-0-1,moments_normalized-0-2,moments_normalized-0-3,moments_normalized-1-0,moments_normalized-1-1,moments_normalized-1-2,moments_normalized-1-3,moments_normalized-2-0,moments_normalized-2-1,moments_normalized-2-2,moments_normalized-2-3,moments_normalized-3-0,moments_normalized-3-1,moments_normalized-3-2,moments_normalized-3-3,orientation,perimeter,perimeter_crofton,solidity,sd_intensity,skew_intensity,pixelcount,mean_int,class
209,210,609.5958093950659,908.6833389658668,2959,0.6525884425458665,1,0.7502535496957403,73.92563831310488,218.39955681345634,-60.58779094395967,-60.58779094395967,273.26008382443354,312.33771283892713,179.32192779896275,2959.0,81915.0,2913925.0,116842623.0,99410.0,2931280.0,108168930.0,4434125626.0,4148336.0,126521244.0,4713438010.0,193486338654.0,193069838.0,6027841024.0,225058996794.0,9198369285418.0,2959.0,-1.4210854715202004e-14,646244.2886110173,395050.1111379026,3.176126028847648e-11,179279.27340317666,347163.3181336855,67689920.42737135,808576.5880364989,-364612.22778627963,134797479.6900599,-83087726.19197083,-626437.4286639681,112725648.11895576,13617949.086334346,33936321708.998844,0.1661573641898918,0.002020767895700861,2.2036263169555213e-05,3.4790844180496866e-07,4.756128563796108e-13,3.2296915156180368e-09,8.377112218418076e-13,,,0.07380856938609541,0.0008294491671517249,,0.020475765780317564,0.0007289058197254796,0.0026126973698906157,0.0923487948037964,-0.000765541636729459,0.005202916747878053,-5.8956201703668195e-05,-0.0013152711234059547,0.004350987599041678,9.662829757420852e-06,0.0004426749099018375,0.5728348086419583,208.99494936611666,200.82115359457876,0.978505291005291,178.50417332221525,0.07107598019862557,2959,687.8533288273065,pheno
210,211,659.9774149082812,2616.626444703637,9431,0.973532600049604,1,0.3096293377983519,245.41597340026587,1099.399741776154,-1629.298741673404,-1629.298741673404,3212.400189733376,4097.7565806688,214.04335084073057,9431.0,694371.0,61492507.0,6033290523.0,782560.0,72983027.0,7496252139.0,815843885723.0,95230952.0,10000995775.0,1108204441323.0,127180187871415.0,13828699744.0,1548366181817.0,179132121384309.0,2.1207464250843484e+16,9431.0,-1.2795453585567884e-10,10368438.964690909,-20966739.517208245,-6.409095476556104e-10,15365916.432721874,131087278.80160679,36373424724.25398,30296146.189375468,439431306.9294175,58618066815.60049,1142136867189.995,898889742.8298875,103424970961.70168,2870746869828.3823,278336931153432.97,0.45719435176646483,0.16958163542849924,0.02746706788980681,0.016565995514456144,0.00035289352111626766,0.006651955239167668,1.8388042133616407e-05,,,0.1165729765429068,-0.002427373115522544,,0.1727599132301351,0.015176309892573946,0.04336216515629366,0.340621375223558,0.050874087489089545,0.0698808625712342,0.014020582054217693,0.10406676697506714,0.12329690443297034,0.035240559342369866,0.03518356601935527,0.49775976097056335,579.1269837220809,551.7283261316916,0.8189475512330671,116.9561256965197,-0.600517285215203,9431,481.2570247057576,pheno
211,212,631.3623869801085,215.29783001808318,5530,0.6511172376530125,1,0.6330128205128205,108.45275469069469,425.6344437541079,-118.04939396813037,-118.04939396813037,521.1080970148032,600.7072984086511,346.03524236026,5530.0,267087.0,15253481.0,966750549.0,295094.0,14905213.0,879791227.0,57219741151.0,18628648.0,966824273.0,57880303527.0,3798899118119.0,1297235714.0,68395129699.0,4119865943077.0,271206996920077.0,5530.0,-1.645616976020392e-11,2353758.473960217,2677663.1200316558,1.574562702444382e-11,652813.148643761,2770154.1107355333,661833665.2689489,2881727.7764918623,-2570337.297968204,945880814.6309912,1270338393.2389398,-4385155.053196973,576194523.7830896,6484016034.91429,482144522993.3781,0.1712011827791883,0.0021208615878510737,5.203473145068687e-05,5.065632443151074e-07,1.647289292601251e-12,5.8068714421262215e-09,2.0125341752267167e-12,,,0.07696825384341917,0.0011774517208348126,,0.021347087516840935,0.001218122884937304,0.003913573193220204,0.09423292893576914,-0.0011302572201774153,0.005593208678221058,0.00010101397569144888,-0.0019282890087582072,0.0034071694455757645,0.0005155919411864941,0.0005155570291720686,0.5932598536429414,323.1553749530773,309.24837331141373,0.8956916099773242,38.7411587138849,0.05894795860197678,5530,291.4654611211573,pheno
212,213,603.6640047323277,649.0541259982253,3381,0.7760151307980003,1,0.7406352683461117,86.97700845625813,411.36205115123477,79.80612625436738,79.80612625436738,201.19855349775926,438.23177720906824,174.3288274399258,3381.0,132042.0,6547600.0,367725000.0,83389.0,2986860.0,136496522.0,7108452168.0,2736959.0,93802452.0,4050912654.0,198967923564.0,102459595.0,3422873862.0,141806410604.0,6652376963670.0,3381.0,-8.007816632016329e-12,1390815.0949423248,3380068.697796832,-2.2311041902867146e-11,-269824.5128660161,-3917994.3396306015,-267448356.7954619,680252.309375924,222816.4864739457,245860501.31730923,1668809967.8568144,1399732.916563764,-102669330.027204,-1182992047.3678744,-89298678290.91537,0.18117734535610588,0.006092536610835465,0.00040826858919567943,4.37356630038352e-05,5.230014331324389e-09,2.87310415019572e-06,-2.608037087337613e-09,,,0.12166875218906678,0.005085253416051298,,-0.023604296437257435,-0.005894553004991543,-0.006919973345473896,0.05950859316703911,0.00033522345262767406,0.006361407997439222,0.0007425894714956964,0.0021058733510815686,-0.002656471835156064,-0.0005264095110641717,-0.0006833832783614568,-1.246030055698453,231.82337649086284,222.46385963528365,0.971830985915493,334.0150706049504,-0.22123291811036025,3381,1095.7157645666962,pheno
213,214,606.2962515114873,9.535671100362757,827,0.8539513310517058,1,0.7650323774283071,47.38143096192854,35.535305565343755,-1.1593235555152648,-1.1593235555152648,131.1734200479874,131.18747128348514,35.52125432984603,827.0,7886.0,104586.0,1597886.0,19266.0,184673.0,2467543.0,38004743.0,557306.0,5193831.0,67830873.0,1029271821.0,17997240.0,161695019.0,2042798005.0,30255783149.0,827.0,-4.440892098500626e-13,29387.6977025393,40125.46292085873,3.1157298963080393e-12,958.7605804111239,12796.388302002208,152384.9173897222,108480.4183796856,-165126.77349988092,2907464.995540159,-6456524.319630995,-40274.96614999469,58759.978637427645,-60581.821347158235,16708321.780206295,0.20158249771865924,0.013381542625361325,0.00075730811451245,4.2344494432201886e-05,-6.64253206885236e-09,-4.3956668090129345e-06,-3.657347130144353e-09,,,0.04296893055059706,0.002040122670726138,,0.001401842267854008,0.0006506143475483361,0.0002694172849877398,0.1586135671680622,-0.008395638321367372,0.005140412441816586,-0.00039694424314001023,-0.0020477239519302603,0.00010388793183478859,-3.724543428044489e-06,3.57199458958462e-05,0.01211960841532278,119.01219330881976,115.51215147022911,0.9638694638694638,44.64862728966284,-0.14714892015112108,827,285.04353083434097,pheno
214,215,614.3195020746888,2170.798755186722,2410,0.47907982195335996,1,0.7855280312907431,60.41522986797286,215.70680342969308,-12.104547098018276,-12.104547098018276,171.7045574284189,218.8168228510428,168.5945380070692,2410.0,69405.0,2518631.0,102489363.0,63430.0,1855877.0,68291633.0,2811076763.0,2083254.0,61559927.0,2256781883.0,92302620053.0,76366528.0,2272040747.0,82604236643.0,3341295532673.0,2410.0,4.462208380573429e-12,519853.3962655604,13664.041235519213,1.6992629525702796e-11,29171.958506224044,322286.98744856537,13180475.80517189,413807.9834024896,29222.217386065186,61792448.30383215,31324515.311468855,-246120.1304729579,9848796.228180476,49585395.45496337,3562927716.854563,0.16075160201581412,0.0004342690199805822,1.816503876693718e-05,9.398173554954032e-08,3.5082599515779142e-15,-8.260742133588746e-11,1.2274563007655475e-13,,,0.08950489768866934,4.7922179057771126e-05,,0.005022633650629989,0.0011303167528762884,0.0009416292931564017,0.07124670432714479,0.00010248742007597692,0.004414527994194983,4.5585288825633994e-05,-0.0008631862828097579,0.00070361003410393,7.21596024989474e-05,0.00010561821936242264,1.3193061652192641,183.6812408671319,176.82225306368153,0.9804719283970708,63.02884036608936,0.3886249672034235,2410,273.35477178423236,pheno
215,216,631.3134715025907,143.42681347150258,4632,0.8542283471689162,1,0.5428973277074542,130.66751700403586,542.4851445956042,-254.18852911040113,-254.18852911040113,384.3430136826938,729.6170876190088,197.2110706592893,4632.0,293793.0,21147145.0,1647746571.0,182100.0,12727424.0,973939724.0,79231183742.0,8939260.0,660190522.0,52312345526.0,4358270455600.0,495079374.0,37835972492.0,3063633697412.0,258963816513722.0,4632.0,-9.116263299802085e-12,2512791.189766839,-12306126.542171422,-5.6843418860808015e-11,1177401.266839378,-6785579.384517045,1533791955.4156063,1780276.8393782382,626283.1047276421,1176962058.7967317,-10535379238.81819,3668305.152514164,901607096.1692085,-4340299011.551416,1204537560127.5847,0.20009243486146333,0.013211398986797608,0.00036506410897119406,6.853538902236286e-05,1.0490123637612236e-08,5.776845918912065e-06,-2.7345653645514716e-09,,,0.11711682741701301,-0.00842752403458181,,0.05487662545561337,-0.004646923884263082,0.015433371256305891,0.08297560744445033,0.00042889335644791867,0.011842865874905515,-0.001557615448455297,0.0025121413901484624,0.009072180221944658,-0.0006416965766546155,0.0026166530614200904,0.9361900920642835,305.4213562373095,296.49143314702553,0.932179512980479,44.912212189582355,0.5671455322737745,4632,264.89896373056996,pheno
216,217,629.3148259303722,1749.1476590636255,3332,0.7397732147444186,1,0.7628205128205128,78.91767862779544,190.35034566047307,-44.19661033681175,-44.19661033681175,390.52663493368533,399.85045062163493,181.02652997252343,3332.0,100452.0,3662640.0,147404670.0,124333.0,3895612.0,144932552.0,5917947082.0,5940699.0,192180562.0,7203686102.0,294305309320.0,320594341.0,10600701682.0,398279856290.0,16214746102960.0,3332.0,-1.4235723710953607e-11,634247.3517406962,-1257497.8373688029,-3.041122909053229e-11,147263.10564225676,-617497.8487250846,71881754.0077624,1301234.7475990395,2092199.6423657082,178448513.02747023,397916439.0649644,1807495.7078442897,86176814.20013247,138867620.6595904,33506142494.60179,0.17433282730917118,0.004313001453424886,0.00017082564709443507,5.144438127821741e-06,1.1500755600572833e-10,2.3354921491739098e-07,-1.0015473216367018e-10,,,0.05712795488009396,-0.0019622067483832813,,0.013264288816570154,-0.0009635471408967208,0.0019431381914573626,0.11720487242907722,0.0032646801729735754,0.004823896212034685,0.00018634785878428323,0.0028204265408734055,0.0023295683473767144,6.50329597470034e-05,0.0002718344284002463,0.2079136082168353,222.99494936611666,214.09398588013804,0.9811542991755006,131.14331997340796,-0.16908754411074084,3332,540.1032412965186,pheno
217,218,601.1176470588235,84.73529411764706,68,0.9529998987617297,1,0.4121212121212121,17.4928556845359,7.488754325259517,-7.898788927335638,-7.898788927335638,12.397923875432529,18.214726706829385,1.6719514938626618,68.0,322.0,2034.0,14554.0,484.0,2829.0,19779.0,150735.0,4288.0,28225.0,210075.0,1669447.0,42748.0,303885.0,2362959.0,19357443.0,68.0,8.881784197001252e-15,509.2352941176471,99.65397923875406,2.842170943040401e-14,537.1176470588234,214.8858131487889,7960.738398127418,843.0588235294118,274.0311418685125,10060.234683492776,10144.749173860475,226.33910034602195,13976.686545898636,12430.293399264869,230162.99263534992,0.2924511500101771,0.059183263786061036,0.00047932656748070595,0.00022994172593823474,7.633236208183694e-08,5.5423466382822425e-05,-9.513735444806164e-10,,,0.11012874007734583,0.0026134991503059,,0.11615866069611233,0.005635539035843661,0.02531783787314083,0.18232240993283128,0.007186668930849883,0.0319949454365102,0.003912551969454561,0.005935909945132323,0.04445058564617671,0.004794023793659216,0.010764648291828828,0.6347511940733455,36.21320343559643,38.74724436823692,0.8831168831168831,18.795360356594816,-0.02886686722315764,68,221.61764705882354,pheno
218,219,608.445652173913,92.52173913043478,92,0.986931958825074,1,0.17293233082706766,33.28663395418648,15.293005671077506,-23.865311909262765,-23.865311909262765,42.66008979206049,56.486408433645245,1.4666870294927552,92.0,968.0,11592.0,149198.0,1329.0,16179.0,209979.0,2865573.0,23123.0,300995.0,4112783.0,58529969.0,438831.0,5983317.0,84996537.0,1249981959.0,92.0,-6.572520305780927e-14,1406.9565217391303,-2377.2589792060517,-1.0658141036401503e-14,2195.6086956521744,-3678.2438563327046,97207.43564559877,3924.7282608695646,-5733.172967863893,151349.074874661,-570902.5887329772,-8586.333884688087,239991.73377270484,-829151.3143617713,14121886.208256887,0.6299249506862825,0.35765237989018844,0.034243721382262976,0.03280307001839426,0.001099232130397673,0.019480335391263412,-2.0128578972046393e-05,,,0.166228322511712,-0.029282417480568854,,0.259405564231117,-0.04530758875604023,0.12483489619154112,0.46369662817457047,-0.0706196362288516,0.19436420604229293,-0.07643717302265084,-0.10576408192722962,0.30820011836923755,-0.11101365404295312,0.19712486019205,0.5250957122862425,59.66295090390226,69.91001314472567,0.6571428571428571,21.003541311813372,-0.08873898264009858,92,228.8804347826087,pheno
219,220,648.3827660723933,366.91950297136685,3702,0.9455789883620306,1,0.4444177671068427,124.63145670335399,470.3473830052586,406.1272111589485,406.1272111589485,537.7300433483032,911.5610038216874,96.51642253187438,3702.0,155186.0,8246546.0,491424956.0,175411.0,5849659.0,264627771.0,13911485431.0,10302135.0,289757641.0,11596632181.0,552474727213.0,676347943.0,16575265117.0,600158702841.0,26370513365197.0,3702.0,-3.559108563422342e-11,1741226.0118854675,-248811.50862138378,-1.693933882052079e-11,-1503482.9357104274,-65874.24140557837,-1439341661.5006042,1990676.6204754184,375622.72928235814,1503981934.9948843,-300964535.1589471,-443239.0187540144,-1703770383.9855533,436871907.8868957,-1782096378293.8354,0.2723061659517995,0.048471883982425926,2.8085398156797477e-06,3.9590271628870535e-07,3.2934245717416733e-13,4.71092986846462e-08,-2.5654031888730236e-13,,,0.12705223744064253,-0.0002983866773626354,,-0.1097048112260801,-7.89995451806258e-05,-0.02836969409484686,0.14525392851115698,0.00045046476649518983,0.029643766008618944,-9.749624109379349e-05,-0.0005315534591478241,-0.03358163380829065,0.00014152288353826034,-0.00948823712751107,-0.7440141347483507,287.6051224213831,275.34827094467465,0.9603112840466926,77.20414954416812,-0.4197054623932491,3702,396.220151269584,pheno
220,221,634.0951096121416,973.7564924114671,2965,0.5141219072980928,1,0.8105522143247677,70.0,257.86515599361866,32.49926841822384,32.49926841822384,223.85334876538843,277.5389907298835,204.1795140291236,2965.0,88228.0,3389926.0,147197554.0,83302.0,2382415.0,89568345.0,3832194811.0,3004104.0,83145721.0,3030641999.0,126344419273.0,121927318.0,3283932781.0,116189001159.0,4720154533873.0,2965.0,-7.549516567451064e-12,764570.1875210793,823392.7395549543,2.773958840407431e-11,-96360.33086003369,62693.360957209654,-52966777.09856734,663725.1790893767,-831368.7637082442,135347467.54376507,-160965620.53074783,231823.51601807686,-45942543.68075473,201038684.4811459,-20503605130.91194,0.1624682984010142,0.0006121573298157355,4.803675050510782e-05,3.788046382873124e-07,1.5232927201519576e-13,-3.8894854720553435e-09,-1.6086863054712664e-12,,,0.0869696984801412,0.0017200667032648076,,-0.01096096742604514,0.0001309663754826697,-0.0020320269094240904,0.075498599920873,-0.0017367286106529211,0.005192494450993761,-0.00011340878200536816,0.00048427911952684464,-0.0017625479623378944,0.00014164237225186275,-0.0002652964499826291,-1.0264432205106189,206.8528137423857,198.79028167552858,0.9775799538410814,103.76631067596875,-0.6190912973038508,2965,508.2856661045531,pheno
221,222,645.4237516869096,568.5576923076923,2964,0.6178803953679077,1,0.7123287671232876,75.18643494673756,292.7196810443268,35.24205854873871,35.24205854873871,200.2178704052772,304.6164234298328,188.3211280197712,2964.0,99465.0,4205437.0,201184485.0,84248.0,2722711.0,112998645.0,5339455213.0,2988090.0,93190023.0,3726227369.0,170037536325.0,118465472.0,3594787495.0,138391640073.0,6071779092841.0,2964.0,4.519051799434237e-12,867621.1346153845,1828997.9844674594,2.6972202249453403e-11,-104457.46153846155,475050.68415862345,-73892939.50906591,593445.7678812415,-1145235.910464029,108722257.00879245,-460945510.24796784,-203166.46994523835,-29808083.34046804,186103530.54985908,-16463361016.661991,0.16630821573873278,0.001539458173579296,0.00013274953966497857,2.3668386068688585e-06,2.8145052059278455e-11,1.5047335055180027e-08,3.111209715508067e-11,,,0.09875832693803197,0.003823998635365133,,-0.01189003324856232,0.0009932176980942805,-0.002837712188043815,0.0675498888007008,-0.0023944151912560557,0.004175263237262741,-0.0003251441103316951,-0.0004247726407685197,-0.0011447204828966646,0.00013127466376160052,-0.00021330729310053046,-1.245235575826876,207.37972567696687,199.2898255138825,0.9785407725321889,323.70531875692353,-0.31278401251182575,2964,1073.7672064777328,pheno
222,223,649.4793070259865,2763.0368944497914,3117,0.8281031650046483,1,0.666025641025641,85.21150157109074,332.22096796223093,146.9493488315652,146.9493488315652,251.76064013576388,444.34754728836526,139.63406080962952,3117.0,109210.0,4861912.0,243913330.0,98121.0,2979814.0,120825910.0,5673531724.0,3873519.0,106160186.0,3977339770.0,175328460680.0,172064769.0,4358383642.0,152400594754.0,6333594077848.0,3117.0,-2.106048668792937e-11,1035532.7571382739,1003328.6095149773,-1.2306600183364935e-11,-458041.1203079887,-127033.8095377514,-304486453.9083396,784737.9153031762,-718256.2388577926,275203179.79440695,-197892120.36455217,723063.5864851144,-240717774.7433858,301389467.0428996,-142542224109.03857,0.18735374016618378,0.009556739500618708,3.80411068971226e-05,1.483603667095019e-06,-9.390913567018078e-12,-1.3293795006732385e-07,-6.002926193811837e-12,,,0.10658356367091144,0.0018496995481307127,,-0.04714448149873763,-0.00023419483693671567,-0.010054432654954369,0.08077017649527235,-0.0013241506599712804,0.009087471058745767,-0.00011704414511510625,0.001333013308409326,-0.007948730145270868,0.0001782580956318488,-0.001510067364697253,-0.9190088243550422,221.9655121145938,213.11801816671158,0.9792648444863337,110.58770140542474,-0.6841088330956128,3117,468.17645171639396,pheno
223,224,656.9558988764045,771.3126404494382,3560,0.49789839871615926,1,0.7097288676236044,80.05623023850174,253.9339975224087,-8.198338356899372,-8.198338356899372,335.73934722572915,336.5528750036809,253.12046974445693,3560.0,111473.0,4394519.0,195481481.0,124443.0,3925825.0,152259905.0,6622299913.0,5545249.0,174018793.0,6554935969.0,275628859141.0,281161455.0,8774742325.0,321479721413.0,13075110694117.0,3560.0,-1.3741896509600338e-11,904005.0311797749,1263918.5931443318,1.0821565865626326e-11,29186.084550561765,-3182243.517755488,2153128.568697045,1195232.0761235957,-1658046.7799020014,211833144.88961697,-203791850.60728502,3761468.5378940324,37721591.25537644,-1529438549.2070682,13814578319.907175,0.16563857998543197,0.0005492493251593377,0.0003777870549709297,8.583981331744062e-07,3.323461297161786e-12,3.562557968892458e-09,1.509662506719173e-11,,,0.07132977458494626,0.0016714527639869678,,0.002302904032836902,-0.004208316700365707,4.77221464857197e-05,0.09430880540048571,-0.0021926624769340827,0.0046950899811201135,-7.570277860483406e-05,0.004974305321889547,0.0008360649381253033,-0.000568142187900532,8.60077608036624e-05,0.09890702305157802,236.3086578651014,226.71617302341303,0.9567320612738511,173.1596610716441,0.1686310797836218,3560,634.3528089887641,pheno
224,225,666.75302889096,16.987884436160297,2146,0.8224610701199756,1,0.777536231884058,74.09453421137081,111.97375815253504,-45.979766426451604,-45.979766426451604,303.1943640783825,313.67585605405475,101.49226617686276,2146.0,36456.0,859606.0,23162358.0,81018.0,1474997.0,36258167.0,1005184025.0,3709330.0,69282407.0,1730209589.0,48517280027.0,187229406.0,3540599579.0,88986495005.0,2505554524463.0,2146.0,-1.6200374375330284e-12,240295.68499534015,395239.9569523587,-1.7053025658242404e-12,98672.57875116514,452960.11747206864,22223120.965608843,650655.1053122088,-1181639.8082589766,70062919.3730093,-104577387.9493797,-1937438.63390916,71888040.5842035,-78044659.9104168,13464423767.32784,0.19346138034991495,0.009776066574622117,0.0005798294390497418,6.200461197349817e-05,9.786435202970739e-09,5.301713354724172e-06,-6.515068476390195e-09,,,0.0521778928949371,0.0018526208577283312,,0.021425799825932713,0.0021231744073106967,0.002248619110679324,0.14128348745497785,-0.005538737965621625,0.007089230162403389,-0.000228419816580643,-0.00908141790983305,0.0072739028031701194,-0.00017046655353894607,0.0006348467509278402,0.2241288716395443,191.7401153701776,184.4625451843455,0.9728014505893019,318.70040413290286,-0.497306745455705,2146,931.2665424044734,pheno
225,226,666.5237960339944,413.2045325779037,3530,0.6689508063114133,1,0.671613394216134,81.88406438373708,282.79046104213984,84.28163760242043,84.28163760242043,309.07889550514017,381.2351172149174,210.6342393323626,3530.0,120742.0,5128174.0,244320958.0,132459.0,4233184.0,173010982.0,8057775346.0,6061413.0,183935108.0,7198435458.0,323516725166.0,308900943.0,8997181774.0,337796778844.0,14617525380208.0,3530.0,-5.027089855502709e-11,998250.3274787535,624791.6575412658,-4.617106696969131e-11,-297514.18073654413,935093.7719500137,-161797594.10099608,1091048.5011331446,-1064967.556270895,231408901.8515472,-856346202.918767,-426844.9292324047,-192014339.75938097,964317087.2853218,-80890850195.78096,0.16766837295956938,0.00233567876592368,4.5677638380978915e-05,8.247717961999286e-07,5.018430660452585e-12,3.985768839314889e-08,-6.654195208552358e-13,,,0.08011061219324074,0.000843914518744029,,-0.02387581801768284,0.0012630437698883874,-0.003678306742947943,0.08755776076632864,-0.001438466042048581,0.0052608503160275644,-0.00032767092529371774,-0.0005765452030026542,-0.004365254283316195,0.00036898472976273347,-0.0005209554412654707,-0.7080433525337162,231.52186130069782,222.17800531024017,0.975407571152252,72.4268204847504,-0.6904575947393111,3530,419.68895184135977,pheno
226,227,656.7594501718213,870.4905498281787,4656,0.8663410695872542,1,0.7558441558441559,110.54863183232979,760.4827285636684,15.308544714871106,15.308544714871106,190.2179089760392,760.8933849719856,189.807252567722,4656.0,230428.0,14944816.0,1109444758.0,124592.0,6094850.0,392671040.0,29039737808.0,4219668.0,199827114.0,12450435424.0,895664976480.0,160560230.0,7346486984.0,440191291322.0,30595167782138.0,4656.0,4.3876013933186186e-11,3540807.5841924404,19344568.72409985,2.176392399633187e-11,-71276.58419243987,-188984.39592115072,-96598768.81362419,885654.5841924389,-5191931.006140694,481276668.319657,-4734909250.398329,244974.98208570768,-29810741.70815327,212808784.75711903,-25013148313.865818,0.20418828125852828,0.015044483609095277,0.0005576058568597193,9.154122469647028e-05,2.0669069559459604e-08,1.1206814863099523e-05,7.260966709303948e-10,,,0.16333391936504907,0.01307755703291497,,-0.0032879176793108047,-0.00012775959243334513,-0.0009570456999259001,0.04085436189347923,-0.0035099140648804507,0.004768215698262899,-0.0006874897997635061,0.00016561104801845306,-0.000295347886042269,3.089898054715175e-05,-5.3225098235068835e-05,-1.5439774517099822,287.2375900532359,274.999828410251,0.9683860232945092,456.63699137889387,0.03454643315433117,4656,1356.5053694158075,pheno
227,228,673.426935524023,634.5307443365696,4017,0.5297129012259288,1,0.7463768115942029,82.15229759416349,297.40812872154186,41.77302129380571,41.77302129380571,366.3551918288028,386.0426211768393,277.72069937350534,4017.0,146744.0,6555356.0,322960514.0,162395.0,5764608.0,254067820.0,12449297886.0,8036781.0,284719970.0,12448237110.0,604681388684.0,440236439.0,15670397334.0,680058764014.0,32697886882536.0,4017.0,2.0754953311552526e-11,1194688.4530744334,-3797236.953425284,-4.68105554318754e-11,-167802.22653721753,1314746.1244597135,-79298115.1434954,1471648.8055763005,4697837.586015105,312392577.69716614,1147256110.7035587,-3654491.061769154,-158788777.46437213,-618330501.4249601,-56083202738.4914,0.16523856623110394,0.0007271584404052009,0.00036122295547274944,6.009382307444145e-06,2.79358055433957e-10,1.6032480680665066e-07,-1.8703775630458554e-11,,,0.07403737334367483,-0.003712898861439928,,-0.01039905932133575,0.0012855451077883541,-0.0012233687128238217,0.0912011928874291,0.004593496807885837,0.004819424837293202,0.00027925693592304807,-0.00357332341089366,-0.0024497079400429052,-0.0001505096199573118,-0.00021538997207527362,-0.4404213113771185,243.1370849898476,233.1899278806216,0.9742905651224836,158.89376403690707,-0.14765833808019768,4017,629.5329848145382,pheno
228,229,694.3962703962704,2025.7170521785906,5577,0.7987512774764852,1,0.7309305373525558,111.08555261599052,277.42146464726846,-19.717825835631185,-19.717825835631185,763.3599143669077,764.1586875803911,276.62269143378506,5577.0,188040.0,7887334.0,372688272.0,275483.0,9398441.0,389777369.0,18198103493.0,17865091.0,600952293.0,24162350361.0,1093580801949.0,1321169081.0,43533543401.0,1693043999057.0,74037886972901.0,5577.0,-5.9117155615240335e-12,1547179.508337816,2417955.547483254,-1.2580869679368334e-10,109966.31468531513,-7242993.909961141,146287860.43058306,4257258.242424244,-12269764.051624378,887862640.6037309,-6046381150.22585,18114856.730945837,907679.6169585134,-5673050034.588464,148678545643.24985,0.18662029388814344,0.007642088870108132,0.0005794668534884612,3.9897997524230936e-05,8.450312989018523e-10,6.064314728766941e-08,6.007396253151788e-09,,,0.04974385236637411,0.001040990344104943,,0.0035355613834734062,-0.0031182900490161606,0.0008433470975354933,0.13687644152176934,-0.005282440330832997,0.005118513448480346,-0.0004667596063802288,0.007798898934013446,5.232757989630538e-06,-0.0004379397420258473,0.00015369004093119146,0.040488069042295606,303.27922061357856,290.20824783984597,0.9660488480859172,62.39903992838318,0.06970040545755757,5577,322.6159225389995,pheno
229,230,660.0893141945774,704.2679425837321,627,0.836109070950173,1,0.6430769230769231,39.84971769034255,88.95532000946253,-19.676228413574172,-19.676228413574172,35.127589162844764,95.38077246470547,28.702136707601824,627.0,12708.0,313340.0,8544144.0,7580.0,165968.0,4354174.0,124426514.0,113662.0,2649430.0,72033344.0,2105776372.0,1902980.0,46669820.0,1301118478.0,38599146638.0,627.0,-4.050093593832571e-13,55774.98564593301,-67501.54254710296,-1.3908874052503961e-12,12336.995215311006,66017.26891173118,1915845.8514453801,22024.998405103674,47443.487298062435,1579703.7068874515,8156642.718508555,-3649.8816927777325,970441.2251626962,6254795.312963177,140067855.7290581,0.19789937667034657,0.011309367832005524,0.0008742035566517109,4.429183625650736e-05,-8.643811583231114e-09,-4.710049118027493e-06,-1.1154768955378116e-09,,,0.14187451357171058,-0.006857168877967794,,0.03138154451925705,0.006706388398073468,0.007772450062566077,0.056024863098636,0.004819564002341404,0.006408745341474191,0.0013215239754367334,-0.00037077456614440033,0.00393701087983776,0.0010133902210493733,0.0009062923556665083,1.255154875464321,104.70458146424488,102.14403440965535,0.9442771084337349,60.3082278972219,0.5927613115294696,627,352.8197767145136,pheno
