,label,centroid-0,centroid-1,area,eccentricity,euler_number,extent,feret_diameter_max,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,moments_normalized-0-0,moments_normalized-0-1,moments_normalized-0-2,moments_normalized-0-3,moments_normalized-1-0,moments_normalized-1-1,moments_normalized-1-2,moments_normalized-1-3,moments_normalized-2-0,moments_normalized-2-1,moments_normalized-2-2,moments_normalized-2-3,moments_normalized-3-0,moments_normalized-3-1,moments_normalized-3-2,moments_normalized-3-3,orientation,perimeter,perimeter_crofton,solidity,sd_intensity,skew_intensity,pixelcount,mean_int,class
266,267,762.0648236415634,2908.246901811249,2098,0.43090333608945064,1,0.6585059635907093,59.413803110051795,164.00004998177934,16.252897352874115,16.252897352874115,176.5792106695651,187.71706539986906,152.86219525147538,2098.0,59262.0,2018040.0,75837762.0,63076.0,1747603.0,58968967.0,2208404737.0,2266832.0,62492415.0,2082959355.0,77007887205.0,90012964.0,2482579909.0,81699746689.0,2973267138151.0,2098.0,-3.3857361358968774e-12,344072.10486177314,-603557.6552129643,-1.645616976020392e-11,-34098.578646329894,223308.70423145615,-8947054.911862617,370463.1839847476,511769.5802630136,36769910.97482068,76203569.56481515,-414760.8894393944,-13701770.24498522,-2702253.685991945,-2477115190.689124,0.16233520526756173,0.0002760043777362488,0.00014149407412807763,1.1090388427175707e-06,-1.0635077905166346e-11,-9.232887316238564e-09,-8.938934252674532e-12,,,0.07816970923821706,-0.0029936777739780836,,-0.007746852885068691,0.001107622940111118,-0.0009688658562520674,0.08416549602934467,0.002538404085506773,0.003981769602609426,0.00018015906603648004,-0.0020572358672047305,-0.001483748282686358,-6.388618053487183e-06,-0.00012785692849275371,-0.6007812017273358,176.55129855222071,170.0626438814295,0.9672660212079299,250.01076129077973,1.618157638889163,2098,675.5519542421354,norm
267,268,788.7625199079808,57.632454432843744,5651,0.8257517946925509,1,0.6368041469461347,117.34564329364768,421.54302032507826,253.37732191667394,253.37732191667394,666.6563974016127,825.5605572368479,262.6388604898432,5651.0,212661.0,10385095.0,577472871.0,281208.0,9150712.0,396350786.0,19952399284.0,17760894.0,529756278.0,20981136652.0,967081162290.0,1273745190.0,35962364842.0,1334898943016.0,57344272162702.0,5651.0,2.2609469851886388e-11,2382139.6078570173,7364736.141043718,3.1107560971577186e-11,-1431835.2461511244,-12670761.37152927,-1270308191.5864668,3767275.3017165135,3873703.741520167,1624231379.333978,10711989845.107428,14980124.340436578,-1913091869.3114614,-9817300805.945059,-1526531510665.509,0.19256758409603453,0.009923054154077262,0.0004904486897876676,2.2842682964411166e-05,-1.535554351281791e-09,-1.7182670246841927e-06,1.867552190494153e-09,,,0.07459618126439184,0.0030679192438669645,,-0.04483760784227109,-0.005278243768914147,-0.007039360011711736,0.11797140283164267,0.0016136640914286675,0.009000610636991823,0.000789644430844329,0.00624025231310354,-0.010601319028529066,-0.0007236915847972701,-0.0014969405199241324,-0.5601398452043992,316.3919189857867,302.6398654330919,0.9483134754153382,279.6481561254675,1.4611451729851255,5651,669.1757211113078,norm
268,269,773.61173095314,2266.6474338540006,3137,0.4742179660499432,1,0.7103713768115942,70.22819946431775,274.1702460447959,26.01798711056021,26.01798711056021,235.8651859422776,287.3249142727076,222.7105177143659,3137.0,114963.0,5073171.0,246675165.0,102303.0,3667524.0,159666554.0,7697728890.0,4076187.0,145789424.0,6268230746.0,297790341614.0,180626055.0,6486582066.0,275766599216.0,12897798228684.0,3137.0,4.348521542851813e-12,860072.0618425248,-2282401.6446300084,-2.1259438653942198e-11,-81618.42556582738,203877.97311073644,-40340975.79750565,739909.088300925,1731066.8117059753,129067832.33927712,480945717.9450673,-564890.9935922654,-41848885.18587686,-187648186.94568056,-14880034371.868683,0.16258700413996607,0.00042425751916325323,0.00018851493933342276,1.4296105183213769e-06,-7.483439275056606e-12,-1.4756863069188074e-08,2.2244202294216506e-11,,,0.08739886708472934,-0.004141005190306295,,-0.008293907271456872,0.00036989972681935506,-0.0013067810949113452,0.07518813705523673,0.0031407078017609163,0.004180945054695064,0.0002781603646106839,-0.001024892591506195,-0.001355627396782027,-0.00010852843918095979,-0.00015365470374579832,-1.1026795578875328,211.6223663640862,203.31210110588427,0.9818466353677622,672.7786003218685,1.5633809978689008,3137,1131.301243226012,norm
269,270,772.8248101265823,2163.799240506329,3950,0.877352917941197,1,0.6810344827586207,100.84145972763385,659.859189296587,-113.45267707098238,-113.45267707098238,183.4766502804038,685.498529848149,157.8373097288419,3950.0,176957.0,10533983.0,717850631.0,121758.0,5902804.0,369322820.0,25906159318.0,4477900.0,225757634.0,14390164110.0,1018701743936.0,180365472.0,9322489414.0,599427657206.0,42537139065868.0,3950.0,8.412825991399586e-12,2606443.7977215187,12402787.972705383,-3.298339379398385e-11,448138.07443038037,4462303.395454816,480624873.8511945,724732.7686075949,-2476427.1729084398,397981524.85692453,-62549299.08284318,-2344445.23550559,193838837.33640078,272718778.31474155,161041948766.4773,0.2135027441967065,0.017844984022931953,0.0006663891102474511,0.000107134038306884,2.8602759478899254e-08,1.4307355406241663e-05,-1.1442207371989882e-09,,,0.16705295931559164,0.012648137562278998,,0.02872219672683098,0.004550575831381089,0.0077985696685445895,0.046449784881114876,-0.002525415383609062,0.006457607205221891,-1.614851579869088e-05,-0.0023908226046563783,0.003145208997039192,7.040851879702783e-05,0.0006615316615807902,1.3485383620947098,269.86500705120545,258.5295869421861,0.9252752401030686,354.67468742951,1.517054497416573,3950,733.6392405063291,norm
270,271,784.4366055736882,2062.7270901330653,3983,0.7206081464749213,1,0.7710027100271003,86.97700845625813,238.43443308426865,-63.08626418744644,-63.08626418744644,440.245479012643,458.3433227815209,220.3365893153907,3983.0,122386.0,4710250.0,202819312.0,157076.0,5077761.0,200739325.0,8794236165.0,7948042.0,264228699.0,10487696171.0,458200603959.0,452477738.0,15316256835.0,606670346719.0,26297713672731.0,3983.0,-4.938272013532696e-13,949684.3469746421,-275037.35417452565,-4.4359182993503055e-11,251272.59025859917,-458697.4611543631,126294154.78430995,1753497.742907357,189820.0175949287,313100552.0165672,-265722391.13914457,729942.8401125168,218103058.20541936,-519248232.3701863,88960072764.13326,0.1703941531752226,0.0035707370922968915,5.136109402266745e-06,8.064056317514029e-08,1.41535158557573e-14,1.8908715536016815e-09,4.993036341554238e-14,,,0.05986302613212872,-0.0002747045896421684,,0.015838881292354116,-0.00045814248837034756,0.001998721718110777,0.1105311270430939,0.00018959035653824568,0.0049551055972206545,-6.663341618715986e-05,0.000729059690663357,0.003451682462787325,-0.00013020838561494025,0.0003534710938224811,0.2793720288408446,243.4802307403552,233.5152504517637,0.9776632302405498,426.3087659972082,1.6383267389938452,3983,664.6776299271905,norm
271,272,789.3305300713557,1014.3417431192661,3924,0.6325438364484547,1,0.6836236933797909,84.17244204607586,266.22495475970044,53.7526097924791,53.7526097924791,390.33544915837194,410.3789033158371,246.1815006022353,3924.0,142605.0,6227181.0,301136229.0,146485.0,5112595.0,214785341.0,10026069337.0,7000039.0,240712627.0,9781716525.0,439143919777.0,379267477.0,12992656369.0,514591195799.0,22329530862619.0,3924.0,-1.0743406164692715e-11,1044666.7224770642,-1100402.606188463,2.3362645151792094e-11,-210925.24082568797,-2347844.7413622583,-123810400.72472706,1531676.3024974512,2066909.9280585723,250469137.4894113,1227608289.1944551,3595734.0699086646,-140245084.45086053,-1434473634.8040457,-61274634079.2541,0.16731916511673606,0.0017509533232521856,0.00017896607582490833,2.6778868486325616e-06,1.1371501024361266e-11,-4.985114139459359e-08,-5.751029945373487e-11,,,0.06784529937810917,-0.0011408514889132573,,-0.013698422475147578,-0.0024341474237307894,-0.0020491329325140317,0.09947386573862688,0.0021428859361237833,0.004145407455299785,0.00032434582854580735,0.003727906989970227,-0.0023211363462946532,-0.00037900162755738384,-0.00025844297494509623,-0.3569137024702079,239.66399692442877,229.89723392310148,0.9832122275119017,984.151218156464,1.1726533102711334,3924,1773.8901630988787,norm
272,273,780.4188156638013,1885.3271251193887,2094,0.5039427391118813,1,0.7790178571428571,56.71860364994893,144.38057272837563,4.2754960504794255,4.2754960504794255,192.6493307845493,193.02511531260836,144.00478820031657,2094.0,48847.0,1441793.0,47819539.0,57415.0,1330374.0,39108666.0,1292721924.0,1977659.0,45534464.0,1314054732.0,42581361602.0,76358893.0,1749786468.0,49506807936.0,1568724424782.0,2094.0,-1.4814816040598089e-12,302332.91929321864,81537.62061523068,-4.1602277178753866e-12,-8952.888729703916,-5900.181203584057,-3405026.9492472666,403407.6986628463,-107679.72500864298,38863272.54808486,-22730330.699457057,11902.779152517409,-2397515.7328065108,7381790.468408415,-764243708.8449613,0.1609502882105659,0.0005480233400282455,4.087309902276608e-06,1.7869470306732124e-08,-3.974695598134109e-15,-3.3881807633437093e-10,2.743020382868661e-15,,,0.06894965268785848,0.0004063650423610558,,-0.0020417841692833933,-2.9405167414027774e-05,-0.00037084337209257673,0.09200063552270742,-0.000536651372512463,0.004232620551056341,-5.40987690690361e-05,5.9320756701398435e-05,-0.00026111476715199607,1.756885032367688e-05,-3.974890442722271e-05,-0.08766733147183009,168.8528137423857,162.7640226147248,0.9807962529274005,882.3045307905511,0.9356825058972925,2094,1351.3872970391594,norm
273,274,785.0350179068841,2359.0226820533226,2513,0.7458408542245669,1,0.6569934640522875,75.32595834106593,139.48973622083588,-5.0656601588967645,-5.0656601588967645,313.8849655488237,314.0319838964568,139.34271787320282,2513.0,60369.0,1800763.0,60462687.0,80504.0,1946652.0,56794418.0,1859360490.0,3367740.0,80455254.0,2260350844.0,71012372076.0,162096770.0,3806885898.0,103060895444.0,3105086728404.0,2513.0,-2.6716406864579767e-12,350537.70712296065,361818.22578113055,-4.348521542851813e-12,12730.003979307568,-1504674.6273193965,8837144.29139756,788792.918424194,-1262505.069120715,75003341.41748033,-222378662.1074231,3673168.2611847823,-4972360.539263417,-397907262.92875284,3512637791.185701,0.1804117396616234,0.004832228506274843,0.0008406058931415697,5.5013962291620896e-05,8.956947253949386e-09,2.5372221352175316e-06,7.728870533463722e-09,,,0.05550725675321763,0.0011429025934369026,,0.002015781997173404,-0.004752929541151181,0.0005568451999507031,0.12490448290840578,-0.00398797024282062,0.004726102604123336,-0.00027952419343303046,0.011602714381717423,-0.00031331785556657947,-0.0005001590785611246,8.807718280798437e-05,0.029014400023625653,207.58073580374355,201.6065517579762,0.9547872340425532,2121.9842961424365,1.680340167562417,2513,3037.260644647831,norm
274,275,798.2009846510281,2410.653344917463,3453,0.8394554746576246,1,0.5004347826086957,100.22474744293447,296.26413375795045,188.3094182950244,188.3094182950244,454.9755333484467,579.9669992017683,171.2726679046288,3453.0,126564.0,5661994.0,285233088.0,152626.0,4944021.0,193302191.0,8515130937.0,8317250.0,256491831.0,9305502397.0,374007914511.0,511222882.0,15573297027.0,544524352529.0,20728703689347.0,3453.0,1.3642420526593924e-11,1023000.0538662031,2709321.3475110647,1.9383605831535533e-11,-650232.4213727192,-9297132.4540302,-449440645.4988325,1571030.5166521864,9118624.538623039,500113918.0289327,9415289100.701529,4710050.905556541,-562758146.6566589,-10458348539.9812,-402694874503.9807,0.2175614442821886,0.014008901163639422,0.003402619613687082,0.0003278577691819609,1.5452468429727096e-07,1.2980947280445272e-05,3.098969312692665e-07,,,0.08579905408570822,0.0038669545982200166,,-0.054535018330444364,-0.013269592079359575,-0.010916479676109979,0.13176239019648037,0.013014811669152226,0.012147284578240838,0.003891756285810435,0.006722551765158539,-0.013668852454864797,-0.0043228989821072605,-0.0028326295966312797,-0.5859846697836711,268.1492782986673,256.90297408647535,0.894559585492228,2016.962343573714,1.0571550510980845,3453,3277.2896032435565,norm
275,276,797.0101933216168,2321.5047451669598,2845,0.8101753043864681,1,0.6513278388278388,80.52328855678958,157.91535533927808,-69.79485497017863,-69.79485497017863,381.3155375724686,401.3281342872434,137.90275862450324,2845.0,75406.0,2447886.0,88684288.0,113829.0,3215575.0,110339871.0,4193419591.0,5639163.0,167827721.0,5951216709.0,231785893013.0,310041039.0,9603169045.0,347995438029.0,13754398376005.0,2845.0,1.9895196601282805e-13,449269.18594024604,-11837.197195213485,1.5361933947133366e-11,198566.3623901582,1873577.242957985,77688509.36962155,1084842.7043936732,2473785.637251799,147153830.22183487,1080323303.3054485,-2392495.454782025,135076016.69881892,1304711626.409076,47673543922.631516,0.18953634197249442,0.008573352385624684,0.0006409532726810846,3.396443096347689e-05,-4.911670717177082e-09,-3.1127412995243492e-06,-9.94252031264993e-10,,,0.0555062760419255,-2.741846930659452e-05,,0.02453246220392922,0.004339762131389501,0.003373727307531357,0.13403006593056893,0.005730023285707334,0.006390351667905298,0.0008795606603470207,-0.005541731045896019,0.005865856480283591,0.0010622496211787626,0.0007276932634195992,0.27924267285376103,221.82337649086284,212.98326514559844,0.9420529801324503,1902.8104922225057,1.386037879704915,2845,2882.165905096661,norm
276,277,824.0424565251449,116.8337772207426,6383,0.6968778244058801,1,0.5566893424036281,127.63228431709588,531.3267488063931,-179.75372808603768,-179.75372808603768,638.271266533242,772.3374976626354,397.26051767699965,6383.0,330855.0,20540923.0,1413144015.0,408783.0,22336135.0,1463356519.0,105251735215.0,30253553.0,1730339465.0,117451774249.0,8674277749121.0,2432321337.0,144986873077.0,10109003447845.0,760620837870661.0,6383.0,-7.247535904753022e-13,3391458.637631207,-3153834.643106149,1.368221091979649e-10,1147368.0463731785,28920511.37433872,1005302578.0881901,4074085.494281684,15223002.205681628,1741025952.0015595,28232784782.175922,-27019402.028184354,1868144744.4841213,32418352721.417988,1583624652842.0442,0.1832364116151708,0.003452956698934255,0.001446809835712028,1.408881803960722e-05,1.2737933350127908e-10,1.9312401939839548e-08,-2.0074513005235806e-09,,,0.08324091317662433,-0.000968895208691596,,0.028161323529067472,0.00888472227444059,0.0038656476235745447,0.09999549843854647,0.004676685865959048,0.006694693697827195,0.0013588351170451764,-0.008300679055588237,0.007183498231688416,0.0015602851951901841,0.0009540098883977538,0.6408287789243157,347.1614716074871,331.8112305366292,0.9672677678436127,278.84215643841077,1.410306880024945,6383,685.4660817797273,norm
277,278,792.2946273830156,2006.9055459272097,2308,0.4908333787433422,1,0.7522816166883963,60.01666435249463,161.25537652172082,6.169744900564393,6.169744900564393,210.67662624763838,211.43521286159654,160.4967899077627,2308.0,59790.0,1921070.0,68788416.0,67612.0,1737286.0,55508518.0,1976785384.0,2466910.0,63407100.0,1997523668.0,69878513514.0,100795894.0,2601676042.0,80851453918.0,2776456332148.0,2308.0,-1.2256862191861728e-12,372177.40901213174,-260869.03885212797,-1.5507595207964187e-11,-14239.77123050262,-30733.73148028699,-7288292.216429012,486241.65337954945,334747.2811410248,50276496.588401295,57998693.306640096,40148.65485433933,-2254854.6028603213,3750680.831528985,-1239424480.2046013,0.16114904799365654,0.00048710140394492296,2.4706168963413668e-05,8.469360163560013e-08,-1.1787432292236076e-13,-1.8691465359887198e-09,-3.338910784391243e-14,,,0.06986801409086692,-0.0010193727665993803,,-0.0026731996969516438,-0.00012009523638694948,-0.0005928138798482316,0.0912810339027896,0.0013080596439877727,0.004089381177741757,9.819579565375828e-05,0.00015688502381959717,-0.0001834049823910885,6.350161831199785e-06,-4.3679418883862383e-05,-0.12233865742091446,180.1665222413705,173.49009086006276,0.9783806697753286,739.7048888410475,0.7732369623177356,2308,1447.7188041594454,norm
278,279,800.6666666666666,2873.7551342812008,3165,0.6004302883057662,1,0.7189913675601999,75.02666192761077,225.0480976517947,-44.17619799894681,-44.17619799894681,299.0449710373882,319.6696268280138,204.42344186116912,3165.0,91010.0,3329282.0,137908256.0,109720.0,3294831.0,122499823.0,5095688481.0,4750104.0,144617781.0,5324561145.0,217848151491.0,230796292.0,7064942589.0,256366076893.0,10272730440039.0,3165.0,6.856737400084967e-12,712277.2290679303,1211050.2954361092,4.050093593832571e-12,139817.66666666666,-956237.8931016312,50531223.954745516,946477.3333333337,-1666122.2585571343,145514229.84155047,-641573387.6729807,503591.55555556575,97551641.60452864,-465520300.94055474,28896244762.15303,0.16559022707399146,0.0013258844789262663,0.00015721244838703914,1.2971993327157172e-06,1.771977828610385e-11,3.6049298459458414e-08,-5.40163795303065e-12,,,0.0711052441237898,0.0021489578342419008,,0.01395772448623912,-0.0016968039391293223,0.0015938178069553398,0.09448498295020165,-0.002956463900652303,0.004589700239490731,-0.00035969826331117905,0.0008936020433234693,0.0030769004057029504,-0.00026099406085366663,0.0002879695381551662,0.4367962406493157,217.72287142747453,209.09574257470987,0.9670027497708524,411.3692293289695,1.4678528123838108,3165,821.86887835703,norm
279,280,793.4660161507402,2811.807873485868,2972,0.7835514282754491,1,0.7769934640522875,85.23496934944014,364.2702879409256,-70.79781131294503,-70.79781131294503,172.9944709391739,387.623722104654,149.6410367754455,2972.0,106421.0,4893321.0,253855247.0,75685.0,2920530.0,139960508.0,7473839976.0,2441535.0,97908766.0,4772926144.0,257993820196.0,88335181.0,3633813588.0,179009676170.0,9747599796954.0,2972.0,-5.9401372709544376e-12,1082611.2957604309,1103811.080335945,-1.4530598946294049e-12,210411.09522207265,278368.6277737567,169885070.3030894,514139.56763122487,-234075.0897594649,175391426.3361198,419181017.6406047,-27161.808660327602,79235348.01081201,214454056.9892111,59093870573.33691,0.18077549087486525,0.006411994057196583,1.7273807811785046e-05,3.5345088706169182e-06,2.545795948172321e-11,2.8223230968102764e-07,1.0706548075279063e-11,,,0.12256739163557388,0.002292306767659883,,0.023821605421583122,0.0005780937523799541,0.006471557272466092,0.05820809923929136,-0.00048610846725049217,0.006681314953743029,0.0002929077008226376,-5.640747671694144e-05,0.003018370547458444,0.00014985231229781723,0.0007574382211276452,1.2521741550645824,218.4680374315355,211.92836093997468,0.960879405108309,451.4977645491092,3.080135915904298,2972,688.6026244952893,norm
280,281,854.7059388286929,2139.279248388424,7291,0.9149820524139686,2,0.45398505603985057,161.15210206509875,712.5504663669136,-627.5521476539276,-627.5521476539276,1120.4722991151716,1576.3763336463253,256.64643183575976,7291.0,373877.0,24367337.0,1806556049.0,559263.0,33254069.0,2333235907.0,180441917177.0,51068157.0,3277240237.0,238760671643.0,18906010620793.0,5114363283.0,342472446509.0,25500167202799.0,2049096029373545.0,7291.0,-3.777955726036453e-11,5195205.450281168,24204860.984838128,-6.02540239924565e-11,4575482.708544786,-5138182.956960019,6564248884.757199,8169363.532848718,-43429864.048794344,7159392453.188254,-6859369010.55338,-56145042.776182175,9442036940.383644,-76280903557.90079,13020153051597.623,0.2514089652286498,0.0327639245551056,0.0012390046888247342,0.0002002226245572868,9.181162373272176e-08,2.888258146771012e-05,3.893327703355106e-08,,,0.09773014214331556,0.005332548905651331,,0.0860721639903892,-0.0011319879887488932,0.016936503037416097,0.15367882308533423,-0.0095679902541499,0.018472040618545463,-0.00020726659996205137,-0.012369258662605768,0.02436152104036463,-0.0023049472186369123,0.004607524958662328,0.6282775525560085,422.90158697766475,406.2988796406264,0.8370838117106774,781.3321398546728,1.7031705350302762,7291,1303.765189960225,norm
281,282,805.8424336973479,2614.629225169007,1923,0.6245186987626158,1,0.7439071566731141,57.0087712549569,129.6508775587633,-24.88229600946907,-24.88229600946907,188.50715413951974,197.6165816511024,120.54145004718065,1923.0,45439.0,1323007.0,43080115.0,51618.0,1267542.0,37453530.0,1228373082.0,1748052.0,43618394.0,1283389174.0,41700695162.0,66704664.0,1675570722.0,48855891306.0,1566128879178.0,1923.0,0.0,249318.6375455018,36072.24604258301,5.4782844927103724e-12,47848.65522620902,-320450.97537567635,14566481.227171762,362499.2574102964,-255469.02596615467,35624553.24976364,-84360354.02039884,321969.5257361639,16536227.261182405,-83086823.4599797,4029178000.0036454,0.16544879443488458,0.0016064602407893332,8.711796774875662e-05,1.8305638528529853e-06,-1.2660714554456452e-11,-5.667750662199693e-08,-1.934169855494561e-11,,,0.06742115317668398,0.0002224461911752775,,0.012939311497383811,-0.001976120334912683,0.0020484095917089372,0.09802764125820058,-0.0015753970995414043,0.005009698323095306,-0.0002705271758562709,0.0019854847571723765,0.002325404880164161,-0.0002664432121285519,0.0002946451637144227,0.350945863566741,167.19595949289334,161.19322628792992,0.9712121212121212,550.3697374099821,1.687234184387706,1923,987.4342173686947,norm
282,283,817.8087248322148,2448.9970171513796,2682,0.39889633421436926,1,0.7706896551724138,64.00781202322104,211.25278752319582,18.104597390507934,18.104597390507934,220.16587466030072,234.3543633322887,197.06429885120784,2682.0,75088.0,2668820.0,106864372.0,82629.0,2264809.0,80121559.0,3203487421.0,3136179.0,84208475.0,2918379161.0,114547014515.0,132402723.0,3497802955.0,118491825121.0,4549373058619.0,2682.0,1.1652900866465643e-11,566579.9761372111,420274.0669717379,2.8038016353093553e-11,-48556.53020134228,617494.0110055138,-26550953.815679763,590484.8758389264,-603252.6972358612,85614035.27569334,-140896767.12949374,-603124.9501824224,-15055711.068111103,177564455.43995556,-7038672323.92967,0.16085707016536036,0.00019331641008874195,7.929013965400957e-05,2.42759836534425e-07,-5.126637433441721e-13,-2.852807741830023e-10,9.335591681881806e-13,,,0.07876688572826092,0.0011281988660590144,,-0.0067504091687203335,0.0016576231982010472,-0.0013762705182106508,0.08209018443709944,-0.0016193933017863507,0.004437809410274354,-0.00014102474433120963,-0.0016190503729878395,-0.0007804138193145587,0.00017772573807684194,-0.00013603656386873732,-0.6647197075485858,194.16652224137047,186.76292314562204,0.9816983894582724,1236.2598370993328,1.162076035620036,2682,1827.12043251305,norm
283,284,819.295785440613,2169.6111111111113,2610,0.8210727445088959,1,0.6230603962759609,84.50443775329198,286.7119838229034,-120.34644529587057,-120.34644529587057,210.06730024515196,374.6903497736733,122.08893429438206,2610.0,95555.0,4246693.0,209395055.0,68632.0,2826798.0,135021644.0,7013070174.0,2353008.0,104052964.0,5183564062.0,277609798804.0,91727500.0,4259960436.0,218644017854.0,11967923075256.0,2610.0,-1.6768808563938364e-12,748318.2777777779,-874621.5061728489,-7.02016222930979e-12,314104.2222222222,352106.87935291213,205138776.748588,548275.6536398466,1387492.1995742852,182528030.7283871,1039245097.6288127,1018628.5911034753,140679782.22920546,933339424.4541304,90410858264.32918,0.19033689044753077,0.009366784853736956,0.00020949931113549883,1.768508752209215e-05,9.425240996327922e-10,6.787767001264842e-07,5.200355659891673e-10,,,0.10985133479804728,-0.0025131527372719174,,0.04610974915550597,0.0010117500672149767,0.011537885889919903,0.08048555564948351,0.003986844360324278,0.010266160418987775,0.001144132201164116,0.0029269452145042688,0.007912435182201732,0.001027537866255456,0.0019483122566388235,0.9395388251904683,219.82337649086284,211.0871462476614,0.9412188965019834,782.8509160123087,1.5074789675134037,2610,1239.0019157088122,norm
284,285,822.4501411100658,2219.505174035748,2126,0.6433355424589248,1,0.5818281335522715,69.35416353759881,220.75138433001263,-39.12725703094503,-39.12725703094503,159.67460722373795,239.8470105065748,140.57898104717577,2126.0,62728.0,2320118.0,97780744.0,58359.0,1805077.0,67713643.0,2865096865.0,1941431.0,60012793.0,2220427031.0,92639309965.0,71994867.0,2186366707.0,78952725289.0,3221487659971.0,2126.0,-9.833911462919787e-12,469317.44308560685,1630672.9540226297,2.9629632081196178e-12,83184.54844778914,-882672.6500780097,41881627.51399727,339468.2149576669,-1836321.7195339,63997739.1751211,-565000155.1136705,65411.28860349423,25326268.5254507,-372299129.1862926,11877907146.656778,0.17893978906573405,0.0021801796493426165,0.0013431631336777473,1.6351928614256203e-05,8.906514467399734e-10,-1.289488966263387e-07,2.2537549845215932e-09,,,0.10383414126529286,0.007824538245596879,,0.018404166054066338,-0.00423537159418779,0.004358467073331551,0.07510564780044118,-0.008811312832698046,0.006660009544022712,-0.0012751966301862382,0.0003138662035874504,0.0026356116992263187,-0.0008402733887110473,0.0005814158744643065,1.1167632477185496,208.92388155425118,208.6356669824546,0.8684640522875817,300.98307912260645,1.9431734450479095,2126,514.046566321731,norm
285,286,829.0809987819732,2761.452496954933,3284,0.4607289522446661,1,0.7665732959850607,70.68238818828917,243.60584333890677,23.811012238127958,23.811012238127958,284.3783356650412,295.3379558391077,232.6462231648403,3284.0,96722.0,3648706.0,154986164.0,108638.0,3121465.0,115429947.0,4824450355.0,4527752.0,127887515.0,4596139577.0,186673619681.0,212361242.0,5925702235.0,207324967557.0,8182950354697.0,3284.0,1.3741896509600338e-11,800001.5895249698,398572.8867027382,-1.7571721855347278e-11,-78195.36419001222,-666794.2903858966,-40238870.34333714,933898.4543239953,-292525.4976403516,159155559.78144777,-73249491.62126935,790096.3429657969,-43115619.18298944,-83643671.35557443,-15596193661.90436,0.16077471955053227,0.0003644301075251553,2.4650167375506544e-05,6.924697710824841e-08,-7.558922571187186e-14,-8.642297696995881e-10,-4.9712550712335754e-14,,,0.07417961124814457,0.0006449111430954965,,-0.007250612739990244,-0.0010789069762867157,-0.001136151731280909,0.0865951083023877,-0.00047332108972208736,0.004493785815699858,-3.60905578770305e-05,0.0012784159502491894,-0.001217377251449432,-4.1211845915789655e-05,-0.00013409297479037612,-0.43136591543879454,214.06601717798213,205.62882734997794,0.9814704124327556,1146.902062394973,1.752755146344389,3284,1724.7207673568819,norm
286,287,832.5911185588604,1821.9275240888144,2387,0.7848436381792001,1,0.5850490196078432,71.16881339463234,177.24191942495384,88.08660933779518,88.08660933779518,263.13319300940435,318.1854055003092,122.18970693404901,2387.0,64276.0,2153870.0,81590638.0,70634.0,1691736.0,50909798.0,1756651038.0,2718238.0,61256654.0,1699168612.0,53698426928.0,119737904.0,2618445438.0,68656243340.0,2024469656964.0,2387.0,1.8332002582610585e-12,423076.46166736475,807448.4649086326,-1.0487610779819079e-11,-210262.7364893171,-1501914.7267806057,-78999466.6304175,628098.931713448,505053.9038009426,89586387.14104341,580218337.985926,2129901.160747654,-98295395.43265237,-509152597.171514,-28699097360.136406,0.18448894530136495,0.006741992147536394,0.0005746672087189388,2.7319000130389433e-05,-3.395968631270726e-09,-2.1868004732119013e-06,4.292384241620113e-10,,,0.07425300352951564,0.0029005727707070053,,-0.036902643208125335,-0.005395282980588278,-0.005808538899010332,0.1102359417718493,0.0018142899079881915,0.006586956048260089,0.0008731884533799496,0.007651179709482707,-0.007227297250438998,-0.0007662394304906695,-0.000884012816609894,-0.5585836546465089,198.69343417595167,191.05470477985006,0.9640549273021002,355.218273173725,0.9319452012733492,2387,777.3347297863427,norm
