,image_name,radius_list,signel_precentage,open_image_signal,start_image_signal
0,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,0,1.0,52.11151111111111,52.11151111111111
1,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,1,0.9935659342486923,51.77622222222222,52.11151111111111
2,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,2,0.9878320763422711,51.47742222222222,52.11151111111111
3,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,3,0.9832427725501467,51.23826666666667,52.11151111111111
4,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,4,0.9807702968591285,51.10942222222222,52.11151111111111
5,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,5,0.9785946205956627,50.99604444444444,52.11151111111111
6,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,6,0.9759413360579747,50.85777777777778,52.11151111111111
7,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,7,0.9744445458414391,50.77977777777778,52.11151111111111
8,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,8,0.9719669529189114,50.650666666666666,52.11151111111111
9,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,9,0.9705273051208988,50.57564444444444,52.11151111111111
10,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,10,0.9667064389271213,50.376533333333334,52.11151111111111
11,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,11,0.9630092391614904,50.18386666666667,52.11151111111111
12,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,12,0.9605205589040255,50.05417777777778,52.11151111111111
13,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,13,0.9587534082894033,49.962088888888886,52.11151111111111
14,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,14,0.9566928697349018,49.85471111111111,52.11151111111111
15,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,15,0.9533564347906924,49.680844444444446,52.11151111111111
16,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,16,0.9518187067220806,49.60071111111111,52.11151111111111
17,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,17,0.9502204247472728,49.51742222222222,52.11151111111111
18,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,18,0.9418290179435723,49.080133333333336,52.11151111111111
19,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,19,0.9355356760587764,48.752177777777774,52.11151111111111
20,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,20,0.9312082039455559,48.526666666666664,52.11151111111111
21,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,21,0.9279988469171665,48.35942222222222,52.11151111111111
22,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,22,0.9192944361194668,47.90582222222222,52.11151111111111
23,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,23,0.9131017331210249,47.58311111111111,52.11151111111111
24,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,24,0.9122539784342806,47.53893333333333,52.11151111111111
25,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,25,0.9082505976499966,47.33031111111111,52.11151111111111
26,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,26,0.9038693946059262,47.102,52.11151111111111
27,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,27,0.900993510497574,46.952133333333336,52.11151111111111
28,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,28,0.894719784666898,46.6252,52.11151111111111
29,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,29,0.8911181065561118,46.437511111111114,52.11151111111111
30,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,30,0.8832904480903772,46.0296,52.11151111111111
31,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,31,0.8798491099002226,45.85026666666667,52.11151111111111
32,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,32,0.8741288979444933,45.55217777777778,52.11151111111111
33,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,33,0.8666722387631993,45.1636,52.11151111111111
34,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,34,0.8581725172258805,44.720666666666666,52.11151111111111
35,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,35,0.8471508534262849,44.14631111111111,52.11151111111111
36,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,36,0.836655411600252,43.599377777777775,52.11151111111111
37,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,37,0.7868024893625549,41.001466666666666,52.11151111111111
38,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,38,0.6395473297006675,33.327777777777776,52.11151111111111
39,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,39,0.5756885448214043,30.0,52.11151111111111
40,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,40,0.5756885448214043,30.0,52.11151111111111
41,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,41,0.5756885448214043,30.0,52.11151111111111
42,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,42,0.5756885448214043,30.0,52.11151111111111
43,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,43,0.5756885448214043,30.0,52.11151111111111
44,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,44,0.5756885448214043,30.0,52.11151111111111
45,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,45,0.5756885448214043,30.0,52.11151111111111
46,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,46,0.5756885448214043,30.0,52.11151111111111
47,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,47,0.5756885448214043,30.0,52.11151111111111
48,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,48,0.5756885448214043,30.0,52.11151111111111
49,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,49,0.5756885448214043,30.0,52.11151111111111
50,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,50,0.5756885448214043,30.0,52.11151111111111
51,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,51,0.5756885448214043,30.0,52.11151111111111
52,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,52,0.5756885448214043,30.0,52.11151111111111
53,pheno_DDDgByqj20220503_175659exp001_PEX3KO7_1-3.png,53,0.5756885448214043,30.0,52.11151111111111
